type,Ques No.,ACC No,Member asking,PARTY,Executive,Date of publication,Due Date,Date replied to,Response,Status,NOTES,CLUSTER,Question Day,pmg_id,member_id,department,member_match
written,143,NW154E,Mr Z E Mthethwa,MK,Cooperative Governance and Traditional Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35910,817,Cooperative Governance and Traditional Affairs,pmg_code
written,144,NW155E,Ms N Buthelezi,MK,Tourism,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,35885,2355,Tourism,pmg_code
written,145,NW156E,Ms M B B Muhammad,MK,Home Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-04-28,Late,A,,,,36697,2355,Home Affairs,pmg_code
written,146,NW157E,Ms M B B Muhammad,MK,Home Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-04-02,Late,A,,,,36348,2120,Home Affairs,pmg_code
written,147,NW158E,Ms M B B Muhammad,MK,Home Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-04-02,Late,A,,,,35842,2120,Home Affairs,pmg_code
written,148,NW159E,Mr W M Douglas,MK,Police,"Thursday, February 12, 2026","Friday, March 06, 2026",2026-03-20,Late,A,Extension request - approved,,,35962,2120,Police,pmg_code
written,149,NW160E,Mr W M Douglas,MK,Police,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,36090,2059,Police,pmg_code
written,150,NW161E,Mr W M Douglas,MK,Minister in The Presidency,"Thursday, February 12, 2026","Thursday, February 26, 2026",,Late,U,,,,35946,1845,Minister in The Presidency,pmg_code
written,151,NW162E,Mr J A Mngxitam,MK,Land Reform and Rural Development,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-26,Late,A,,,,35947,1845,Land Reform and Rural Development,pmg_code
written,152,NW163E,Dr K Litchfield-Tshabalala,MK,Finance,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,36438,2102,Finance,pmg_code
written,153,NW164E,Dr K Litchfield-Tshabalala,MK,Finance,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35933,2342,Finance,pmg_code
written,154,NW165E,Dr K Litchfield-Tshabalala,MK,Finance,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35851,2342,Finance,pmg_code
written,155,NW166E,Mr J B Mtolo,MK,Cooperative Governance and Traditional Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,36244,2102,Cooperative Governance and Traditional Affairs,pmg_code
written,156,NW167E,Mr J B Mtolo,MK,Human Settlements,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-04-01,Late,A,,,,35886,2081,Human Settlements,pmg_code
written,157,NW168E,Mr V G Reddy,MK,Basic Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-19,Late,A,,,,35963,2077,Basic Education,pmg_code
written,158,NW169E,Mr V G Reddy,MK,Basic Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-25,Timeous,A,,,,35887,2077,Basic Education,pmg_code
written,159,NW170E,Mr V G Reddy,MK,Basic Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-03,Late,A,,,,35888,2100,Basic Education,pmg_code
written,160,NW171E,Mr M Manyi,MK,Justice and Constitutional Development,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-04-22,Late,A,,,,35934,2078,Justice and Constitutional Development,pmg_code
written,161,NW172E,Mr M Manyi,MK,Police,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-02,Late,A,,,,35911,2327,Police,pmg_code
written,162,NW173E,Mr M Manyi,MK,Police,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-02,Late,A,,,,36245,2327,Police,pmg_code
written,163,NW174E,Mr A Nchabeleng,MK,Electricity and Energy,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-20,Late,A,,,,35843,2103,Electricity and Energy,pmg_code
written,164,NW175E,Mr A Nchabeleng,MK,President of the Republic,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,35829,1999,President of the Republic,pmg_code
written,165,NW176E,Mr A Nchabeleng,MK,Employment and Labour,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-25,Timeous,A,,,,35889,1999,Employment and Labour,pmg_code
written,166,NW177E,Mr S G Mwali,MK,Electricity and Energy,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-17,Late,A,,,,36013,1999,Electricity and Energy,pmg_code
written,167,NW178E,Mr E K Madlala,MK,Cooperative Governance and Traditional Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,,2081,Cooperative Governance and Traditional Affairs,member_name
written,168,NW179E,Ms Z S Abader,MK,International Relations and Cooperation,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-03,Late,A,,,,36135,1084,International Relations and Cooperation,pmg_code
written,169,NW180E,Ms Z S Abader,MK,Cooperative Governance and Traditional Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35897,1084,Cooperative Governance and Traditional Affairs,pmg_code
written,170,NW181E,Ms N A Mtshweni,MK,"Sports, Arts and Culture","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,36426,1715,"Sports, Arts and Culture",pmg_code
written,171,NW182E,Rev N B Gcwabaza,MK,"Sports, Arts and Culture","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,35840,1799,"Sports, Arts and Culture",pmg_code
written,172,NW183E,Mr C V Shongwe,MK,Finance,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35852,1799,Finance,pmg_code
written,173,NW184E,Mr C V Shongwe,MK,Electricity and Energy,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-17,Late,A,,,,35890,1343,Electricity and Energy,pmg_code
written,174,NW185E,Ms P P Mngadi,MK,Basic Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-25,Timeous,A,,,,36136,1343,Basic Education,pmg_code
written,175,NW186E,Mr S S Zibi,Rise Mzansi,Employment and Labour,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-20,Timeous,A,,,,36137,1343,Employment and Labour,pmg_code
written,176,NW187E,Mr S S Zibi,Rise Mzansi,Health,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35940,1842,Health,pmg_code
written,177,NW188E,Mr S S Zibi,Rise Mzansi,Justice and Constitutional Development,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-06,Late,A,,,,36068,1842,Justice and Constitutional Development,pmg_code
written,178,NW189E,Mr S M Gana,Rise Mzansi,Police,"Thursday, February 12, 2026",2026-03-12,,Late,U,R145(5) Extension request - approved,,,36840,1909,Police,pmg_code
written,179,NW190E,Mr S M Gana,Rise Mzansi,"Trade, Industry and Competition","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-12,Late,A,,,,37980,1909,"Trade, Industry and Competition",pmg_code
written,180,NW191E,Mr S M Gana,Rise Mzansi,Transport,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,36301,1909,Transport,pmg_code
written,181,NW192E,Ms O M C Maotwe,EFF,Finance,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-20,Late,A,,,,36736,1329,Finance,pmg_code
written,182,NW193E,Mr T P Mogale,EFF,Basic Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-25,Timeous,A,,,,35891,2371,Basic Education,pmg_code
written,183,NW194E,Mr T P Mogale,EFF,"Sports, Arts and Culture","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-25,Timeous,A,,,,35892,2371,"Sports, Arts and Culture",pmg_code
written,184,NW196E,Ms N N Chirwa-Mpungose,EFF,Health,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,36246,804,Health,pmg_code
written,185,NW197E,Ms N N Chirwa-Mpungose,EFF,Health,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-12,Late,A,,,,36247,804,Health,pmg_code
written,186,NW198E,Ms N N Chirwa-Mpungose,EFF,Health,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-12,Late,A,,,,36439,804,Health,pmg_code
written,187,NW199E,Ms N M Mhlongo,EFF,Police,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,35841,1718,Police,pmg_code
written,188,NW200E,Ms N M Mhlongo,EFF,International Relations and Cooperation,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-09,Late,A,,,,35896,1714,International Relations and Cooperation,pmg_code
written,189,NW201E,Ms S Gcilishe,EFF,"Women, Youth and Persons with Disabilities","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-04-07,Late,A,,,,35904,1714,"Women, Youth and Persons with Disabilities",pmg_code
written,190,NW202E,Ms S Gcilishe,EFF,"Women, Youth and Persons with Disabilities","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-06-02,Late,A,,,,36091,1843,"Women, Youth and Persons with Disabilities",pmg_code
written,191,NW203E,Ms S Gcilishe,EFF,"Women, Youth and Persons with Disabilities","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-18,Late,A,,,,35839,1843,"Women, Youth and Persons with Disabilities",pmg_code
written,192,NW204E,Mrs L F Tito,EFF,Home Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-04-02,Late,A,,,,,1329,Home Affairs,member_name
written,193,NW205E,Mr M Khoza,EFF,Health,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,36577,1292,Health,pmg_code
written,194,NW206E,Mr M Khoza,EFF,Health,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,37532,1292,Health,pmg_code
written,195,NW207E,Mr M Khoza,EFF,Health,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,36302,1292,Health,pmg_code
written,196,NW208E,Mr M N Paulsen,EFF,Electricity and Energy,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-17,Late,A,,,,35867,855,Electricity and Energy,pmg_code
written,197,NW209E,Mr M N Paulsen,EFF,Electricity and Energy,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-17,Late,A,,,,35935,855,Electricity and Energy,pmg_code
written,198,NW210E,Mr M N Paulsen,EFF,Electricity and Energy,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-20,Late,A,,,,36191,855,Electricity and Energy,pmg_code
written,199,NW212E,Ms C N Mkhonto,EFF,Basic Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-25,Timeous,A,,,,35936,640,Basic Education,pmg_code
written,200,NW213E,Ms N Tafeni,EFF,Transport,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35988,640,Transport,pmg_code
written,201,NW214E,Ms N Tafeni,EFF,Transport,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35937,640,Transport,pmg_code
written,202,NW215E,Mr M Shikwambana,EFF,Basic Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-11,Late,A,,,,36002,462,Basic Education,pmg_code
written,203,NW216E,Mr M Shikwambana,EFF,Basic Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-25,Timeous,A,,,,35823,462,Basic Education,pmg_code
written,204,NW217E,Mr M Shikwambana,EFF,Basic Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",,Late,U,,,,36564,1908,Basic Education,pmg_code
written,205,NW218E,Ms L H Arries,EFF,Agriculture,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-26,Late,A,,,,37050,1908,Agriculture,pmg_code
written,206,NW219E,Ms L H Arries,EFF,Agriculture,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-05-07,Late,A,,,,36138,1908,Agriculture,pmg_code
written,207,NW220E,Ms L H Arries,EFF,Agriculture,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-18,Late,A,,,,35833,1272,Agriculture,pmg_code
written,208,NW221E,Dr S S Thembekwayo,EFF,Health,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35834,1272,Health,pmg_code
written,209,NW222E,Dr S S Thembekwayo,EFF,Social Development,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,35835,1272,Social Development,pmg_code
written,210,NW223E,Dr S S Thembekwayo,EFF,"Science, Technology and Innovation","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-13,Late,A,,,,36698,1328,"Science, Technology and Innovation",pmg_code
written,211,NW224E,Ms L Managa,EFF,"Forestry, Fisheries and the Environment","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35948,951,"Forestry, Fisheries and the Environment",pmg_code
written,212,NW225E,Ms N R Mashabela,EFF,Tourism,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,36092,2027,Tourism,pmg_code
written,213,NW226E,Ms N R Mashabela,EFF,Tourism,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,36069,2027,Tourism,pmg_code
written,214,NW227E,Ms N R Mashabela,EFF,Tourism,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,37404,2027,Tourism,pmg_code
written,215,NW228E,Mr N S Matiase,EFF,Land Reform and Rural Development,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-05,Timeous,A,,,,35942,951,Land Reform and Rural Development,pmg_code
written,216,NW229E,Mr N S Matiase,EFF,Land Reform and Rural Development,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-23,Timeous,A,,,,36093,1357,Land Reform and Rural Development,pmg_code
written,217,NW230E,Mr C G Niehaus,EFF,Defence and Military Veterans,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-27,Late,A,,,,36094,951,Defence and Military Veterans,pmg_code
written,218,NW231E,Mr C G Niehaus,EFF,Defence and Military Veterans,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-04-13,Late,A,,,,35964,1357,Defence and Military Veterans,pmg_code
written,219,NW232E,Mr C G Niehaus,EFF,"Trade, Industry and Competition","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-12,Late,A,,,,36070,1357,"Trade, Industry and Competition",pmg_code
written,220,NW234E,Mrs H Denner,FF Plus,Correctional Services,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-23,Timeous,A,,,,35938,2043,Correctional Services,pmg_code
written,221,NW235E,Mrs H Denner,FF Plus,Correctional Services,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-23,Timeous,A,,,,35949,2043,Correctional Services,pmg_code
written,222,NW236E,Mrs H Denner,FF Plus,Correctional Services,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-23,Timeous,A,,,,35955,1936,Correctional Services,pmg_code
written,223,NW237E,Dr W J Boshoff,FF Plus,"Forestry, Fisheries and the Environment","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-04-02,Late,A,,,,35868,1936,"Forestry, Fisheries and the Environment",pmg_code
written,224,NW239E,Ms T L Marawu,ATM,Police,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-02,Late,A,,,,35945,1937,Police,pmg_code
written,225,NW240E,Mr I Ismail-Moosa,Al Jama-Ah,Basic Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-11,Late,A,,,,35870,1937,Basic Education,pmg_code
written,226,NW241E,Mr I Ismail-Moosa,Al Jama-Ah,International Relations and Cooperation,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-09,Late,A,,,,35871,1937,International Relations and Cooperation,pmg_code
written,227,NW242E,Mr I Ismail-Moosa,Al Jama-Ah,Higher Education,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-04-29,Late,A,,,,36014,2001,Higher Education,pmg_code
written,228,NW245E,Ms T L Marawu,ATM,Police,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,37792,185,Police,pmg_code
written,229,NW246E,Mr V Zungula,ATM,Home Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-11,Late,A,,,,36254,1424,Home Affairs,pmg_code
written,230,NW247E,Ms T L Marawu,ATM,Home Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-11,Late,A,,,,36255,1424,Home Affairs,pmg_code
written,231,NW248E,Mr V Zungula,ATM,Justice and Constitutional Development,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-03,Late,A,,,,36440,804,Justice and Constitutional Development,pmg_code
written,232,NW252E,Mr V Zungula,ATM,Water and Sanitation,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-09,Late,A,,,,36259,951,Water and Sanitation,pmg_code
written,233,NW254E,Ms D E James,ActionSA,"Sports, Arts and Culture","Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-02,Late,A,,,,36258,1077,"Sports, Arts and Culture",pmg_code
written,234,NW255E,Ms D E James,ActionSA,Social Development,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-27,Late,A,,,,36003,1357,Social Development,pmg_code
written,235,NW256E,Ms D E James,ActionSA,Police,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-02,Late,A,,,,36096,1357,Police,pmg_code
written,236,NW257E,Ms M P Kobe,ActionSA,Public Works and Infrastructure,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-02,Late,A,,,,36303,1357,Public Works and Infrastructure,pmg_code
written,237,NW258E,Ms M P Kobe,ActionSA,Public Works and Infrastructure,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,35965,444,Public Works and Infrastructure,pmg_code
written,238,NW259E,Ms M P Kobe,ActionSA,Cooperative Governance and Traditional Affairs,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-02-26,Timeous,A,,,,37318,1366,Cooperative Governance and Traditional Affairs,pmg_code
written,239,NW260E,Mr A D Beesley,ActionSA,Communications and Digital Technologies,"Thursday, February 12, 2026","Thursday, February 26, 2026",2026-03-02,Late,A,,,,36192,386,Communications and Digital Technologies,pmg_code
